type	action	issue	page	recipe	keyword
r	l	28	86	Lemongrass syrup	Lemongrass
C	c	ingredient:	 lemons
r	l	32	83	Beans and lemon	lemon
r	l	28	89	Blackberry and lemon loaf	lemon
r	l	33	85	Crab, lemon and crème fraîche tart	lemon
r	l	31	82	Lemon and Parmesan sauce	Lemon
r	l	32	100	Lemon, yoghurt and poppy seed cake with blueberry sauce	Lemon
r	l	32	111	Lemon yoghurt sauce	Lemon
r	l	31	80	Lime and lemonade
r	l	33	114	Linguine with lemon, Parmesan and soft poached eggs	lemon
r	l	33	79	Preserved lemon aioli	lemon
r	l	33	86	Preserved lemon dressing	lemon
r	l	31	106	Roasted basil and lemon chicken with Jerusalem artichokes	lemon
r	l	29	93	Sicilian date, fig and lemon biscuits	lemon
r	l	33	73	Strawberry and lemon tart	lemon
r	l	29	78	White fish carpaccio with fried sage, capers and preserved lemon	lemon
r	l	32	76	Zesty rice salad with preserved lemon, artichokes and asparagus	lemon
C	c	ingredient:	 lentils
r	l	30	101	Crispy eggs with bacon and lentils	lentils
r	l	30	59	Mushroom and lentil soup with Gorgonzola polenta croutons	lentil
r	l	31	77	Puy lentils with leeks	lentils
r	l	31	90	Red lentil, kumara and coconut soup	lentil
C	c	ingredient:	 lettuce
r	l	32	92	Beef and beetroot salad with anchovy dressing
r	l	29	63	Great mixed raw salad
r	l	32	119	Green salad
r	l	28	105	Pear, avocado and mixed greens with pistachio and tarragon dressing
C	c	ingredient:	 limes
r	l	28	60	Bagels with shaved pork, fennel and lime salad	lime
r	l	32	84	Coconut and lime sambal	lime
r	l	28	68	Herb roasted chicken with grilled limes	limes
r	l	28	76	Honey, lime and basil dressing	lime
r	l	31	80	Lime and lemonade	Lime
r	l	33	91	Lime and wasabi marinade	Lime
r	l	33	112	Lime dressing	Lime
r	l	28	86	Mint and lime sugar	lime
r	l	30	68	Yoghurt, lime and honey panna cotta	lime
C	c	ingredient:	 mangos
r	l	28	70	Mango and pineapple salsa	Mango
r	l	28	97	Mango chutney	Mango
r	l	32	106	Mango salad	Mango
r	l	28	92	Mango tart with sweet red chilli syrup	Mango
C	c	category:	marinades
r	l	33	91	Lime and wasabi marinade	marinade
C	c	ingredient:	 mascarpone
r	l	29	71	Limoncello and raspberry tiramisu
r	l	29	93	Mascarpone and vanilla bean semifreddo	Mascarpone
C	c	ingredient:	 melons
r	l	28	86	Melon with lemongrass syrup	Melon
C	c	ingredient:	 meringue
r	l	33	69	Strawberry and hazelnut meringues with crushed strawberry cream	meringues
C	c	ingredient:	 mint
r	l	33	119	Beetroot and tomato salad with capers and mint	mint
r	l	33	112	Garlic and herb butter
r	l	33	116	Herb and mustard sauce
r	l	32	111	Lemon yoghurt sauce
r	l	28	86	Mint and lime sugar	Mint
r	l	29	104	Mint dressing	Mint
r	l	28	79	Mint dressing	Mint
r	l	33	86	Preserved lemon dressing
r	l	32	75	Ricotta, pea and herb gnocchi with fresh tomato salsa and crispy pancetta
r	l	32	114	Spicy lamb sausages with white bean hummus
r	l	32	76	Zesty rice salad with preserved lemon, artichokes and asparagus
r	l	32	69	Zucchini, mint and goat's cheese pizzas	mint
C	c	ingredient:	 mushrooms
r	l	31	112	Beef olives with cherry tomatoes
r	l	28	97	Braised market fish with mushrooms and bok choy	mushrooms
r	l	31	86	Hot and sour soup with mushrooms and tofu	mushrooms
r	l	28	66	Korean sesame grilled beef and mushrooms	mushrooms
r	l	30	62	Leek, cider and porcini pot roast chicken
r	l	30	94	Mu shu pork in Chinese pancakes
r	l	30	59	Mushroom and lentil soup with Gorgonzola polenta croutons	Mushroom
r	l	29	69	Mushroom arancini	Mushroom
r	l	29	69	Mushroom arancini	Mushroom
r	l	29	102	Pork scaloppini with mushrooms and Marsala	mushrooms
r	l	32	104	Stuffed mushrooms baked in silverbeet leaves	mushrooms
C	c	ingredient:	 mussels
r	l	32	92	Mussels and clams in a white wine and tarragon broth	Mussels
C	c	ingredient:	 mustard
r	l	33	116	Herb and mustard sauce	mustard
r	l	31	88	Mustard croutons	Mustard
r	l	28	60	Mustard sauce	Mustard
r	l	32	92	Mustard sauce	Mustard
r	l	28	81	Mustard seed dressing	Mustard
r	l	32	71	Roasted mustard haloumi	mustard
C	c	ingredient:	 nectarines
r	l	33	94	Honey roasted peaches [or nectarines]
r	l	28	86	Roast stonefruit with ricotta and pistachios
C	c	ingredient:	 noodles
r	l	30	99	Miso salmon with soba noodles	noodles
r	l	31	109	Prawn and pork cakes with noodles and broth	noodles
r	l	32	111	Stir-fried beef and asparagus
C	c	ingredient:	 olives
r	l	30	77	Baked goat's cheese with dry roasted olives	olives
r	l	29	65	Braised lamb with olives	olives
r	l	32	93	Caramelized red onion, black olive and herb bread
r	l	32	98	Cornichon and caper salsa
r	l	29	104	Flat bean and raw zucchini salad with mint dressing
r	l	30	94	Greek chicken with oregano and feta
r	l	32	75	Grilled new season potatoes with crispy onions, capers and olives	olives
r	l	31	80	Orange and green olive salsa
r	l	32	114	Spicy lamb sausages with white bean hummus
C	c	ingredient:	 onions and shallots
r	l	30	107	Apples and shallot sauce	shallot
r	l	30	64	Beef and caramelized shallot pies with cauliflower tops	shallot
r	l	31	77	Braised chicken with shallots, peas and apples	shallots
r	l	33	91	Caramelized onion, anchovy and goat's cheese tartlets	onion
r	l	31	69	Caramelized onion gravy	onion
r	l	32	93	Caramelized red onion, black olive and herb bread	onion
r	l	32	75	Grilled new season potatoes with crispy onions, capers and olives	onions
r	l	30	85	Red onion and pomegranate molasses relish	onion
r	l	31	74	Roasted fish with potatoes and fennel
C	c	ingredient:	 oranges
r	l	31	82	Baked witlof with orange and hazelnuts	orange
r	l	33	86	Chickpea, fennel and artichoke salad with lemon and date dressing
r	l	33	86	Lemon and date dressing
r	l	33	116	Orange and cumin glazed carrots	Orange
r	l	33	86	Lemon and date dressing
r	l	31	80	Orange and green olive salsa	Orange
r	l	31	84	Orange and saffron confit	Orange
r	l	30	79	Orange and semolina syrup cake with fresh orange and date salad	Orange
r	l	29	99	Orange, parsley and pine nut salad	Orange
r	l	28	95	Spinach, orange and hazelnut salad	orange
r	l	31	100	Steamed candied orange puddings	orange
C	c	category:	pancakes and hotcakes
r	l	30	94	Chinese pancakes	pancakes
r	l	30	70	Cinnamon buttermilk hotcakes	hotcakes
C	c	ingredient:	 pancetta
r	l	32	75	Fresh tomato salsa and crispy pancetta	pancetta
C	c	ingredient:	 papaya
r	l	28	90	Sticky rice and coconut puddings with papaya	papaya
C	c	ingredient:	 parsley
r	l	33	117	Apple and cabbage coleslaw
r	l	29	104	Caper, anchovy and parsley butter	parsley
r	l	31	72	Chermoula paste
r	l	33	112	Garlic and herb butter
r	l	32	119	Green salad
r	l	33	116	Herb and mustard sauce
r	l	28	68	Herb dressing
r	l	33	80	New potato and herb salad
r	l	29	99	Orange, parsley and pine nut salad	parsley
r	l	32	98	Pork, chorizo and herb terrine
r	l	32	75	Ricotta, pea and herb gnocchi with fresh tomato salsa and crispy pancetta
r	l	32	114	Spicy lamb sausages with white bean hummus
r	l	32	76	Zesty rice salad with preserved lemon, artichokes and asparagus
C	c	ingredient:	 parsnips
r	l	30	70	Honey glazed roasted root vegetables
r	l	31	69	Parsnip and pear mash	Parsnip
r	l	31	86	Roasted beetroot, parsnip and apple soup	parsnip
r	l	30	101	Roasted carrot and parsnip soup	parsnip
r	l	30	87	Roasted root vegetable mash
r	l	31	110	Root vegetable gratin
C	c	ingredient:	 passionfruit
r	l	33	89	Smoked fish and parsnip cakes with Lime, Riesling and passionfruit curd cakes	passionfruit
C	c	category:	pasta and gnocchi 
r	l	29	66	Baked pasta with pumpkin and amaretti	pasta
r	l	29	100	Baked penne with sausages and spinach
r	l	32	93	Baked semolina gnocchi	gnocchi
r	l	29	85	Baked spaghetti with eggplant and bocconcini - Involtini
r	l	32	117	Fettuccine with fish, clams and tomatoes
r	l	29	99	Linguine with fresh tomatoes and artichokes
r	l	33	114	Linguine with lemon, Parmesan and soft poached eggs
r	l	30	59	Papardelle with walnut pesto and roasted pumpkin
r	l	31	81	Prawn, grapefruit and fregola salad
r	l	31	82	Ricotta and rocket gnocchi with lemon and Parmesan sauce	gnocchi
r	l	32	75	Ricotta, pea and herb gnocchi with fresh tomato salsa and crispy pancetta	gnocchi
C	c	category:	pastries
r	l	32	104	Date, rum and ricotta strudels
r	l	28	105	Fresh cherry and rhubarb turnovers
r	l	30	87	Hazelnut, chocolate and date baklava
r	l	33	100	Spicy pork empanadas
C	c	ingredient:	 peaches
r	l	33	79	Baked ham with cranberries and glacé peaches	peaches
r	l	33	94	Honey roasted peaches	peaches
r	l	28	86	Roast stonefruit with ricotta and pistachios
r	l	33	110	Spiced peach chutney	peach
C	c	ingredient:	 peanuts
r	l	33	83	Honey roasted peanut, rum and caramel tiramisu	peanut
r	l	32	111	Stir-fried beef and asparagus
C	c	ingredient:	 pears
r	l	30	57	Duck and cinnamon pear salad with crispy wontons	pear
r	l	30	83	Ginger beer poached pears	pears
r	l	31	69	Parsnip and pear mash	pear
r	l	28	105	Pear, avocado and mixed greens with pistachio and tarragon dressing	Pear
r	l	32	108	Pears, blue cheese and walnuts in baking paper	Pears
r	l	29	78	Sautéed pears, prosciutto and blue cheese salad	pears
r	l	31	96	Sticky pear and ginger pudding with toffee sauce	pear
C	c	ingredient:	 peas, dried
r	l	28	101	Beef and yellow split pea salad with pumpkin seed dressing	pea
C	c	ingredient:	 peas, green
r	l	31	77	Braised chicken with shallots, peas and apples	peas
r	l	32	119	Fennel, pea and Parmesan risotto	pea
r	l	32	71	Spring greens with roasted mustard haloumi	greens
r	l	32	111	Spring vegetable and prawn fritters with a lemon yoghurt sauce
C	c	category:	pies
r	l	30	64	Beef and caramelized shallot pies with cauliflower tops	pies
r	l	30	99	Thai chicken pies	pies
C	c	ingredient:	 pine nuts
r	l	29	86	Braised rabbit with spinach and pine nuts	pine
r	l	30	81	Chicken with zucchini, basil, pine nuts and tomato jam	pine
r	l	29	99	Orange, parsley and pine nut salad	pine
r	l	29	66	Roasted pumpkin with brown butter, sage and pine nuts	pine
C	c	ingredient:	 pineapple
r	l	32	120	Grilled pineapple with butterscotch sauce	pineapple
r	l	28	86	Grilled pineapple with mint and lime sugar	pineapple
r	l	28	70	Mango and pineapple salsa	pineapple
C	c	ingredient:	 pistachios
r	l	33	74	Cherry, pomegranate molasses and pistachio relish	pistachio
r	l	28	105	Pistachio and tarragon dressing	Pistachio
r	l	28	79	Roast beetroot, fresh date and pistachio salad	pistachio
r	l	28	86	Roast stonefruit with ricotta and pistachios	pistachios
r	l	33	108	Salty caramel and chocolate Christmas crackers
C	c	category:	pizzas and flatbreads
r	l	29	63	Classic dough for pizzas or bread sticks	pizzas
r	l	30	68	Grape and blue cheese schiacciata with honey
r	l	32	69	Pizza dough	Pizza
r	l	29	63	Potato, rosemary and mozzarella pizza	pizza
r	l	32	69	Zucchini, mint and goat's cheese pizzas	pizzas
C	c	ingredient:	 plums
r	l	33	120	Fresh plum and berry clafouti	plum
r	l	29	106	Roasted plums and rhubarb	plums
r	l	28	86	Roast stonefruit with ricotta and pistachios
C	c	ingredient:	 polenta
r	l	30	59	Gorgonzola polenta croutons	polenta
C	c	ingredient:	 pomegranate molasses
r	l	33	74	Cherry, pomegranate molasses and pistachio relish	pomegranate
r	l	31	72	Date and pomegranate chutney	pomegranate
r	l	30	85	Red onion and pomegranate molasses relish	pomegranate
r	l	32	114	Spicy lamb sausages with white bean hummus
C	c	ingredient:	 poppy seeds
r	l	32	100	Lemon, yoghurt and poppy seed cake with blueberry sauce	poppy
r	l	33	109	Poppy and sesame seed oatcakes	Poppy
r	l	28	76	Spicy and sweet poppy seed dressing	poppy
C	c	ingredient:	 pork
r	l	28	60	Bagels with shaved pork, fennel and lime salad	pork
r	l	30	77	Braised pork shoulder with fennel and chorizo	pork
r	l	32	114	Clay pot pork	pork
r	l	31	69	Crisp roasted pork hocks with caramelized onion gravy	pork
r	l	28	95	Crumbed pork schnitzel with spinach, orange and hazelnut salad	pork
r	l	30	94	Mu shu pork in Chinese pancakes	pork
r	l	33	117	Polenta crumbed pork schnitzel with apple and cabbage coleslaw	pork
r	l	32	98	Pork, chorizo and herb terrine	Pork
r	l	30	107	Pork fillet with apples and shallot sauce	Pork
r	l	29	102	Pork scaloppini with mushrooms and Marsala	Pork
r	l	31	109	Prawn and pork cakes with noodles and broth	pork
r	l	29	81	Sage roasted pork belly and apples	pork
r	l	33	100	Spicy pork empanadas	pork
r	l	32	106	Steamed pork spare ribs in lotus leaves	pork
r	l	28	70	Twice-cooked pork belly with roasted capsicum and hazelnut sauce	pork
C	c	ingredient:	 potatoes
r	l	29	104	Crisp baked potatoes with red capsicum	potatoes
r	l	32	75	Grilled new season potatoes with crispy onions, capers and olives	potatoes
r	l	30	96	Indian spiced potatoes and carrots	potatoes
r	l	31	88	Jerusalem artichoke and potato soup with mustard croutons	potato
r	l	32	95	Navarin of spring lamb
r	l	33	80	New potato and herb salad	potato
r	l	28	79	Potato, broad bean and crispy bacon salad with mint dressing	Potato
r	l	31	108	Potato crusted silverbeet and feta tart	Potato
r	l	29	63	Potato, rosemary and mozzarella pizza	Potato
r	l	33	93	Potato rosti	Potato
r	l	31	74	Roasted fish with potatoes and fennel	potatoes
r	l	31	110	Root vegetable gratin
r	l	32	82	Saffron potatoes and leeks	potatoes
r	l	33	102	Smoked fish brandade
C	c	ingredient:	 prawns
r	l	29	61	Fritto misto
r	l	33	85	Prawn and chorizo kebabs with smoked paprika and hazelnut aioli	Prawn
r	l	31	109	Prawn and pork cakes with noodles and broth	Prawn
r	l	31	81	Prawn, grapefruit and fregola salad	Prawn
r	l	33	99	Prawn rice paper parcels	Prawn
r	l	30	92	Prawns and green beans in black bean and garlic sauce	Prawns
r	l	32	71	Roasted fennel and prawns with chilli croutons	prawns
r	l	28	60	Scandinavian fish and prawn sandwiches with mustard sauce	prawn
r	l	32	111	Spring vegetable and prawn fritters with a lemon yoghurt sauce	prawn
r	l	28	70	Tikka prawns with mango and pineapple salsa	prawns
C	c	category:	preserves 
r	l	33	71	Cherry confit
r	l	31	84	Orange and saffron confit
C	c	ingredient:	 prosciutto
r	l	31	82	Baked witlof with orange and hazelnuts
r	l	29	78	Sautéed pears, prosciutto and blue cheese salad	prosciutto
C	c	ingredient:	 pumpkin
r	l	29	66	Baked pasta with pumpkin and amaretti	pumpkin
r	l	30	59	Papardelle with walnut pesto and roasted pumpkin	pumpkin
r	l	31	72	Pumpkin couscous	Pumpkin
r	l	31	86	Roasted buttercup pumpkins	pumpkins
r	l	29	66	Roasted pumpkin with brown butter, sage and pine nuts	pumpkin
r	l	30	87	Roasted root vegetable mash
C	c	ingredient:	 pumpkin seeds
r	l	28	101	Pumpkin seed dressing	Pumpkin
r	l	32	75	Roasted spring vegetables with fresh Parmesan, ricotta and almonds
C	c	ingredient:	 quinces
r	l	33	100	Quince and goat's cheese balls with walnut crumb	Quince
r	l	31	94	Vanilla rice pudding with Shiraz poached quinces	quinces
C	c	ingredient:	 quinoa
r	l	28	76	Quinoa, sweet corn and edamame bean salad with honey, lime and basil dressing	Quinoa
C	c	ingredient:	 rabbit
r	l	29	86	Braised rabbit with spinach and pine nuts	rabbit
C	c	ingredient:	 radishes
r	l	30	102	Autumnal coleslaw
r	l	31	81	Prawn, grapefruit and fregola salad
C	c	ingredient:	 rhubarb
r	l	28	105	Fresh cherry and rhubarb turnovers	rhubarb
r	l	31	94	Little rhubarb crumble cakes with ginger custard	rhubarb
r	l	29	106	Roasted plums and rhubarb	rhubarb
r	l	33	73	Roasted strawberry and rhubarb compote	rhubarb
C	c	ingredient:	 rice
r	l	32	119	Fennel, pea and Parmesan risotto
r	l	29	69	Mushroom arancini
r	l	29	69	Mushroom arancini
r	l	30	105	Rice pilaf	Rice
r	l	28	90	Sticky rice and coconut puddings with papaya	rice
r	l	31	94	Vanilla rice pudding with Shiraz poached quinces	rice
r	l	32	76	Zesty rice salad with preserved lemon, artichokes and asparagus	rice
C	c	ingredient:	 ricotta
r	l	28	83	Artichoke and ricotta salad with tomato and rosemary vinaigrette	ricotta
r	l	32	104	Date, rum and ricotta strudels	ricotta
r	l	31	82	Ricotta and rocket gnocchi with lemon and Parmesan sauce	Ricotta
r	l	32	75	Ricotta, pea and herb gnocchi with fresh tomato salsa and crispy pancetta	Ricotta
r	l	28	86	Roast stonefruit with ricotta and pistachios	ricotta
r	l	29	83	Roasted capsicum and vine tomato bruschetta with ricotta	ricotta
r	l	32	75	Roasted spring vegetables with fresh Parmesan, ricotta and almonds	ricotta
C	c	ingredient:	 rocket
r	l	32	92	Beef and beetroot salad with anchovy dressing
r	l	32	119	Green salad
r	l	33	114	Linguine with lemon, Parmesan and soft poached eggs
r	l	32	87	Poached chicken, apple, rocket and hazelnut salad	rocket
r	l	31	81	Prawn, grapefruit and fregola salad
r	l	31	82	Ricotta and rocket gnocchi with lemon and Parmesan sauce	rocket
r	l	30	105	Sautéed cauliflower and rocket salad	rocket
C	c	ingredient:	 rosemary
r	l	30	66	Apple and rosemary tarte tatin	rosemary
r	l	32	93	Baked semolina gnocchi
r	l	32	93	Caramelized red onion, black olive and herb bread
r	l	30	72	Poached apricots with rosemary and peppercorn syrup	rosemary
r	l	32	98	Pork, chorizo and herb terrine
r	l	29	63	Potato, rosemary and mozzarella pizza	rosemary
r	l	33	93	Potato rosti
r	l	28	83	Tomato and rosemary vinaigrette	rosemary
C	c	ingredient:	 saffron
r	l	31	84	Orange and saffron confit	saffron
r	l	32	82	Saffron potatoes and leeks	Saffron
C	c	ingredient:	 sage
r	l	32	93	Baked semolina gnocchi
r	l	29	66	Roasted pumpkin with brown butter, sage and pine nuts	sage
r	l	29	102	Roman-style lamb cutlets
r	l	29	81	Sage roasted pork belly and apples	Sage
r	l	29	78	White fish carpaccio with fried sage, capers and preserved lemon	sage
C	c	category:	salads, fruit
r	l	30	79	Fresh orange and date salad	salad
r	l	32	106	Mango salad	salad
C	c	category:	salads, meat and fish
r	l	32	92	Beef and beetroot salad with anchovy dressing	salad
r	l	28	101	Beef and yellow split pea salad with pumpkin seed dressing	salad
r	l	28	103	Calamari, fennel and chickpea salad	salad
r	l	30	57	Duck and cinnamon pear salad with crispy wontons	salad
r	l	32	117	Grilled chorizo and avocado salad	salad
r	l	32	87	Poached chicken, apple, rocket and hazelnut salad	salad
r	l	31	81	Prawn, grapefruit and fregola salad	salad
r	l	31	106	Warm chicken liver salad on garlic croutes	salad
r	l	28	76	Watermelon, fennel and feta salad with prawns	salad
C	c	category:	salads, vegetable
r	l	33	117	Apple and cabbage coleslaw
r	l	28	83	Artichoke and ricotta salad with tomato and rosemary vinaigrette	salad
r	l	30	102	Autumnal coleslaw
r	l	32	71	Baby carrot and date salad with coriander dressing	salad
r	l	33	119	Beetroot and tomato salad with capers and mint	salad
r	l	29	81	Borlotti bean and broad bean salad with buffalo mozzarella	salad
r	l	33	86	Chickpea, fennel and artichoke salad with lemon and date dressing	salad
r	l	28	76	Cucumber salad with spicy and sweet poppy seed dressing	salad
r	l	33	117	Eggplant and zucchini salad with coriander and yoghurt dressing	salad
r	l	28	60	Fennel and lime salad	salad
r	l	29	104	Flat bean and raw zucchini salad with mint dressing	salad
r	l	28	103	Fresh vegetable salad	vegetable
r	l	29	63	Great mixed raw salad	salad
r	l	33	86	Green bean, edamame and avocado salad with preserved lemon dressing	salad
r	l	32	119	Green salad	salad
r	l	28	79	Grilled zucchini, green bean and sun-dried tomato salad	salad
r	l	33	80	New potato and herb salad	salad
r	l	29	99	Orange, parsley and pine nut salad	salad
r	l	28	105	Pear, avocado and mixed greens with pistachio and tarragon dressing
r	l	28	79	Potato, broad bean and crispy bacon salad with mint dressing	salad
r	l	28	76	Quinoa, sweet corn and edamame bean salad with honey, lime and basil dressing	salad
r	l	28	79	Roast beetroot, fresh date and pistachio salad	salad
r	l	30	105	Sautéed cauliflower and rocket salad	salad
r	l	29	78	Sautéed pears, prosciutto and blue cheese salad	salad
r	l	28	95	Spinach, orange and hazelnut salad	salad
r	l	32	76	Zesty rice salad with preserved lemon, artichokes and asparagus	salad
C	c	ingredient:	 salami
r	l	28	63	Picnic loaf
C	c	ingredient:	 salmon
r	l	33	79	Baked salmon with a smoked paprika and rosemary glaze	salmon
r	l	28	101	Family-style baked omelette with zucchini and smoked salmon	salmon
r	l	33	119	Indian spiced salmon and spinach burgers	salmon
r	l	30	99	Miso salmon with soba noodles	salmon
r	l	28	73	Stuffed salmon in vine leaves	salmon
r	l	32	92	Warm salmon carpaccio	salmon
C	c	category:	sauces, salsas and dips 
r	l	29	66	Béchamel sauce	sauce
r	l	31	74	Caper sauce	sauce
r	l	31	69	Caramelized onion gravy
r	l	32	84	Coconut and lime sambal
r	l	32	98	Cornichon and caper salsa	salsa
r	l	32	75	Fresh tomato salsa and crispy pancetta	salsa
r	l	33	116	Herb and mustard sauce	sauce
r	l	32	84	Hot sauce	sauce
r	l	31	82	Lemon and Parmesan sauce	sauce
r	l	32	111	Lemon yoghurt sauce	sauce
r	l	28	70	Mango and pineapple salsa	salsa
r	l	31	105	Minted yoghurt sauce	sauce
r	l	28	60	Mustard sauce	sauce
r	l	32	92	Mustard sauce	sauce
r	l	32	107	Nuoc mam
r	l	31	80	Orange and green olive salsa	salsa
r	l	30	85	Red wine sauce	sauce
r	l	33	93	Red wine sauce	sauce
r	l	28	70	Roasted capsicum and hazelnut sauce	sauce
r	l	28	97	Roasted tomato sauce	sauce
r	l	29	83	Salsa rustica	Salsa
r	l	29	86	Salsa verde	Salsa
r	l	30	102	Spinach and yoghurt raita
r	l	29	85	Tomato sauce	sauce
r	l	30	102	Tomato sauce	sauce
r	l	31	112	Tomato sauce	sauce
r	l	30	59	Walnut pesto
C	c	category:	sauces, sweet
r	l	32	100	Blueberry sauce	sauce
r	l	32	120	Butterscotch sauce	sauce
r	l	33	83	Caramel sauce	sauce
r	l	33	107	Crème anglaise
r	l	31	94	Ginger custard
r	l	28	86	Lemongrass syrup
r	l	28	92	Sweet red chilli syrup	Sweet
r	l	31	96	Toffee sauce	sauce
C	c	category:	     sausages 
r	l	29	100	Baked penne with sausages and spinach	sausages
r	l	30	90	Clams with Chinese sausage and spring onions	sausage
r	l	32	95	Lamb sausage and red wine ragu	sausage
r	l	32	114	Spicy lamb sausages with white bean hummus	sausages
C	c	category:	     seafood 
r	l	30	90	Clams with Chinese sausage and spring onions
r	l	33	85	Crab, lemon and crème fraîche tart
r	l	32	117	Fettuccine with fish, clams and tomatoes
r	l	30	81	Lemongrass and seafood soup	seafood
r	l	32	92	Mussels and clams in a white wine and tarragon broth
r	l	28	59	Oyster po' boys
r	l	29	78	Stuffed clams
C	c	ingredient:	 semolina
r	l	32	93	Baked semolina gnocchi	semolina
r	l	30	79	Orange and semolina syrup cake with fresh orange and date salad	semolina
r	l	33	94	Sesame seeds Nougat sesame biscuits
r	l	33	109	Poppy and sesame seed oatcakes
r	l	29	88	Spiced sesame and honey torrone
C	c	ingredient:	 silverbeet
r	l	33	86	Chickpea, fennel and artichoke salad with lemon and date dressing
r	l	31	108	Potato crusted silverbeet and feta tart	silverbeet
r	l	32	104	Stuffed mushrooms baked in silverbeet leaves	silverbeet
r	l	29	104	Wilted greens with fried chick peas
C	c	category:	small food
r	l	30	77	Baked goat's cheese with dry roasted olives
r	l	33	91	Caramelized onion, anchovy and goat's cheese tartlets
r	l	29	74	Chickpea panelle
r	l	30	85	Chicken liver pâté with red onion and pomegranate molasses relish
r	l	32	84	Crispy five spice chicken nibbles with hot sauce
r	l	29	74	Eggplant stemperata
r	l	30	68	Grape and blue cheese schiacciata with honey
r	l	29	69	Mushroom arancini
r	l	32	108	Pears, blue cheese and walnuts in baking paper
r	l	32	98	Pork, chorizo and herb terrine
r	l	33	85	Prawn and chorizo kebabs with smoked paprika and hazelnut aioli
r	l	33	99	Prawn rice paper parcels
r	l	33	100	Quince and goat's cheese balls with walnut crumb
r	l	33	102	Smoked fish brandade
r	l	33	100	Spicy pork empanadas
r	l	33	99	Sweet potato and spinach tortilla with feta yoghurt
C	c	category:	soups
r	l	31	90	Cauliflower, watercress and blue cheese soup	soup
r	l	31	86	Hot and sour soup with mushrooms and tofu	soup
r	l	31	88	Jerusalem artichoke and potato soup with mustard croutons	soup
r	l	30	81	Lemongrass and seafood soup	soup
r	l	30	59	Mushroom and lentil soup with Gorgonzola polenta croutons	soup
r	l	32	98	Leek and goat's cheese tart with walnut pastry
C	c	category:	tarts, sweet
r	l	30	66	Apple and rosemary tarte tatin
r	l	30	74	Honey nut tart	tart
r	l	28	92	Mango tart with sweet red chilli syrup	tart
r	l	33	73	Strawberry and lemon tart	tart
C	c	ingredient:	 tofu
r	l	31	86	Hot and sour soup with mushrooms and tofu	tofu
C	c	ingredient:	 tomatoes
r	l	33	80	Asparagus with mozzarella and roasted tomatoes	tomatoes
r	l	32	83	Beans and lemon
r	l	31	112	Beef olives with cherry tomatoes	tomatoes
r	l	33	119	Beetroot and tomato salad with capers and mint	tomato
r	l	29	100	Chicken cacciatore
r	l	32	117	Fettuccine with fish, clams and tomatoes	tomatoes
r	l	32	75	Fresh tomato salsa and crispy pancetta	tomato
r	l	30	94	Greek chicken with oregano and feta
r	l	28	79	Grilled zucchini, green bean and sun-dried tomato salad	tomato
r	l	32	95	Lamb sausage and red wine ragu
r	l	29	99	Linguine with fresh tomatoes and artichokes	tomatoes
r	l	28	81	Mixed tomato and black bean salad with mustard seed dressing	tomato
r	l	31	108	Potato crusted silverbeet and feta tart
r	l	29	83	Roasted capsicum and vine tomato bruschetta with ricotta	tomato
r	l	29	61	Roasted tomato and basil soup with Parmesan croutons	tomato
C	c	ingredient:	 watermelon
r	l	28	76	Watermelon, fennel and feta salad with prawns	Watermelon
C	c	ingredient:	 witlof
r	l	31	82	Baked witlof with orange and hazelnuts	witlof
C	c	ingredient:	 yoghurt
r	l	33	117	Coriander and yoghurt dressing	yoghurt
r	l	28	89	Frozen blueberry yoghurt	yoghurt
r	l	32	111	Lemon yoghurt sauce	yoghurt
r	l	33	89	Lime, Riesling and passionfruit curd cakes
r	l	31	105	Minted yoghurt sauce	yoghurt
r	l	31	102	Roasted tamarillo fool
r	l	28	97	Spiced lamb pide pockets with mango chutney
r	l	30	102	Spinach and yoghurt raita	yoghurt
r	l	30	68	Yoghurt, lime and honey panna cotta	Yoghurt
C	c	ingredient:	 zucchini
r	l	30	81	Chicken with zucchini, basil, pine nuts and tomato jam	zucchini
r	l	33	117	Eggplant and zucchini salad with coriander and yoghurt dressing	zucchini
r	l	28	101	Family-style baked omelette with zucchini and smoked salmon	zucchini
r	l	33	99	Feta yoghurt
r	l	29	104	Flat bean and raw zucchini salad with mint dressing	zucchini
r	l	28	103	Fresh vegetable salad
r	l	29	61	Fritto misto
r	l	28	79	Grilled zucchini, green bean and sun-dried tomato salad	zucchini
